phenotype,code,term,name,comment
HTN_MGH,703310005,SNOMED,Autosomal dominant progressive nephropathy with hypertension,
HTN_MGH,704667004,SNOMED,Hypertension concurrent and due to end stage renal disease on dialysis,
HTN_MGH,712487000,SNOMED,End stage renal disease due to benign hypertension,
HTN_MGH,762463000,SNOMED,Diastolic hypertension and systolic hypertension,
HTN_MGH,766937004,SNOMED,Hypertension due to gain-of-function mutation in mineralocorticoid receptor,
HTN_MGH,827068008,SNOMED,Hypertension stage 2,
HTN_MGH,827069000,SNOMED,Hypertension stage 1,
HTN_MGH,871642009,SNOMED,Hypertension due to aortic arch obstruction,
HTN_MGH,1.5781E+13,SNOMED,Hypertensive heart AND chronic kidney disease with congestive heart failure,
HTN_MGH,7.1421E+13,SNOMED,Hypertension in chronic kidney disease due to type 2 diabetes mellitus,
HTN_MGH,7.1701E+13,SNOMED,Hypertension in chronic kidney disease due to type 1 diabetes mellitus,
HTN_MGH,9.0771E+13,SNOMED,End stage renal disease on dialysis due to type 1 diabetes mellitus,
HTN_MGH,9.0791E+13,SNOMED,End stage renal disease on dialysis due to type 2 diabetes mellitus,
HTN_MGH,9.6441E+13,SNOMED,Chronic kidney disease due to type 1 diabetes mellitus,
HTN_MGH,1.04931E+14,SNOMED,Chronic kidney disease due to hypertension,
HTN_MGH,1.08701E+14,SNOMED,Cardiomyopathy due to hypertension,
HTN_MGH,1.11411E+14,SNOMED,End stage renal disease due to hypertension,
HTN_MGH,1.17681E+14,SNOMED,Chronic kidney disease stage 1 due to hypertension,
HTN_MGH,1.18781E+14,SNOMED,Pre-existing hypertensive chronic kidney disease in mother complicating pregnancy,
HTN_MGH,1.27991E+14,SNOMED,Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus,
HTN_MGH,1.28001E+14,SNOMED,Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus,
HTN_MGH,1.29151E+14,SNOMED,Chronic kidney disease stage 4 due to hypertension,
HTN_MGH,1.29161E+14,SNOMED,Chronic kidney disease stage 5 due to hypertension,"code is correct, 129161000119100"
HTN_MGH,1.29171E+14,SNOMED,Chronic kidney disease stage 3 due to hypertension,
HTN_MGH,1.29181E+14,SNOMED,Chronic kidney disease stage 2 due to hypertension,
HTN_MGH,1.32721E+14,SNOMED,Hypertensive emergency,
HTN_MGH,1.53851E+14,SNOMED,Hypertensive heart and renal disease,
HTN_MGH,1.53851E+14,SNOMED,"Hypertensive heart and renal disease, specified as malignant",
HTN_MGH,1.53851E+14,SNOMED,Malignant hypertensive chronic kidney disease stage 5,
HTN_MGH,1.53891E+14,SNOMED,End stage renal disease on dialysis due to hypertension,
HTN_MGH,2.84961E+14,SNOMED,Chronic kidney disease due to benign hypertension,
HTN_MGH,2.84971E+14,SNOMED,Chronic kidney disease stage 1 due to benign hypertension,"code is correct, 284971000119100"
HTN_MGH,2.84981E+14,SNOMED,Chronic kidney disease stage 2 due to benign hypertension,
HTN_MGH,2.84991E+14,SNOMED,Chronic kidney disease stage 3 due to benign hypertension,
HTN_MGH,2.85001E+14,SNOMED,Chronic kidney disease stage 4 due to benign hypertension,
HTN_MGH,2.85011E+14,SNOMED,Chronic kidney disease stage 5 due to benign hypertension,
HTN_MGH,2.85831E+14,SNOMED,Malignant hypertensive chronic kidney disease,
HTN_MGH,2.85841E+14,SNOMED,Hypertensive renal disease,
HTN_MGH,2.85841E+14,SNOMED,"Hypertensive renal disease, specified as malignant",
HTN_MGH,2.85841E+14,SNOMED,Malignant hypertensive end stage renal disease,
HTN_MGH,2.85851E+14,SNOMED,Malignant hypertensive chronic kidney disease stage 1,
HTN_MGH,2.85861E+14,SNOMED,Malignant hypertensive chronic kidney disease stage 2,
HTN_MGH,2.85871E+14,SNOMED,Malignant hypertensive chronic kidney disease stage 3,
HTN_MGH,2.85881E+14,SNOMED,Malignant hypertensive chronic kidney disease stage 4,
HTN_MGH,2.86371E+14,SNOMED,Hypertensive renal disease,
HTN_MGH,2.86371E+14,SNOMED,"Hypertensive renal disease, specified as malignant",
HTN_MGH,2.86371E+14,SNOMED,Malignant hypertensive end stage renal disease on dialysis,
HTN_MGH,4.34431E+14,SNOMED,Hypertensive end stage renal disease,
HTN_MGH,4.61301E+14,SNOMED,Resistant hypertensive disorder,
HTN_MGH,1.0783E+15,SNOMED,Multiple drug intolerant hypertension,"code was mangled, now corrected"
HTN_MGH,1.07574E+16,SNOMED,Pre-existing hypertensive heart disease in mother complicating childbirth,"code was mangled, now corrected"
HTN_MGH,1.0759E+16,SNOMED,Pre-existing hypertensive heart disease in mother complicating pregnancy,"code was mangled, now corrected"
IschemicStroke_MGH,I63,ICD10,Cerebral infarction due to embolism of precerebral arteries,
IschemicStroke_MGH,I630,ICD10,Cerebral infarction due to embolism of precerebral arteries,
IschemicStroke_MGH,I631,ICD10,Cerebral infarction due to embolism of precerebral arteries,
IschemicStroke_MGH,I632,ICD10,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,
IschemicStroke_MGH,I633,ICD10,Cerebral infarction due to thrombosis of cerebral arteries,
IschemicStroke_MGH,I634,ICD10,Cerebral infarction due to embolism of cerebral arteries,
IschemicStroke_MGH,I635,ICD10,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,
IschemicStroke_MGH,I636,ICD10,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",
IschemicStroke_MGH,I638,ICD10,Other cerebral infarction,
IschemicStroke_MGH,I639,ICD10,"Cerebral infarction, unspecified",
IschemicStroke_MGH,I63X,ICD10,Cerebral infarction due to embolism of precerebral arteries,
IschemicStroke_MGH,I64,ICD10,"Stroke, not specified as haemorrhage or infarction",
IschemicStroke_MGH,I640,ICD10,"Stroke, not specified as haemorrhage or infarction",
IschemicStroke_MGH,I64X,ICD10,"Stroke, not specified as haemorrhage or infarction",
IschemicStroke_MGH,I693,ICD10,Sequelae of cerebral infarction,
IschemicStroke_MGH,10349009,SNOMED,Multi-infarct dementia with delirium,
IschemicStroke_MGH,14070001,SNOMED,Multi-infarct dementia with depression,
IschemicStroke_MGH,20059004,SNOMED,Cerebral arterial occlusion,
IschemicStroke_MGH,20059004,SNOMED,Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs,
IschemicStroke_MGH,20059004,SNOMED,IschemicStroke,
IschemicStroke_MGH,25133001,SNOMED,Completed stroke,
IschemicStroke_MGH,25772007,SNOMED,Multi-infarct dementia with delusions,
IschemicStroke_MGH,29322000,SNOMED,Acute cerebrovascular insufficiency,
IschemicStroke_MGH,36179005,SNOMED,IschemicStroke,
IschemicStroke_MGH,56267009,SNOMED,Multi-infarct dementia,
IschemicStroke_MGH,57981008,SNOMED,Progressing stroke,
IschemicStroke_MGH,70936005,SNOMED,"Multi-infarct dementia, uncomplicated",
IschemicStroke_MGH,71444005,SNOMED,Cerebral thrombosis,
IschemicStroke_MGH,78569004,SNOMED,Posterior inferior cerebellar artery syndrome,
IschemicStroke_MGH,95457000,SNOMED,IschemicStroke,
IschemicStroke_MGH,95460007,SNOMED,IschemicStroke,
IschemicStroke_MGH,95460007,SNOMED,Cerebellar infarction,
IschemicStroke_MGH,111297002,SNOMED,Nonparalytic stroke,
IschemicStroke_MGH,116288000,SNOMED,IschemicStroke,
IschemicStroke_MGH,195185009,SNOMED,IschemicStroke,
IschemicStroke_MGH,195212005,SNOMED,Brainstem stroke syndrome,
IschemicStroke_MGH,195216008,SNOMED,Left sided cerebral hemisphere cerebrovascular accident,
IschemicStroke_MGH,195216008,SNOMED,Left sided CVA,
IschemicStroke_MGH,195216008,SNOMED,Left sided cerebral hemisphere cerebrovascular accident,
IschemicStroke_MGH,195217004,SNOMED,Right sided CVA,
IschemicStroke_MGH,195230003,SNOMED,IschemicStroke,
IschemicStroke_MGH,195233001,SNOMED,Occlusion and stenosis of anterior cerebral artery,
IschemicStroke_MGH,230690007,SNOMED,CVA - Cerebrovascular accident unspecified,
IschemicStroke_MGH,230690007,SNOMED,CVA unspecified,
IschemicStroke_MGH,230690007,SNOMED,Stroke,
IschemicStroke_MGH,230690007,SNOMED,Stroke and cerebrovascular accident unspecified,
IschemicStroke_MGH,230690007,SNOMED,Stroke unspecified,
IschemicStroke_MGH,230690007,SNOMED,IschemicStroke,
IschemicStroke_MGH,230690007,SNOMED,Cerebrovascular accident,
IschemicStroke_MGH,230691006,SNOMED,CVA - cerebral artery occlusion,
IschemicStroke_MGH,230691006,SNOMED,Stroke due to cerebral arterial occlusion,
IschemicStroke_MGH,230691006,SNOMED,IschemicStroke,
IschemicStroke_MGH,230693009,SNOMED,IschemicStroke,
IschemicStroke_MGH,230694003,SNOMED,IschemicStroke,
IschemicStroke_MGH,230695002,SNOMED,IschemicStroke,
IschemicStroke_MGH,230696001,SNOMED,IschemicStroke,
IschemicStroke_MGH,230696001,SNOMED,Posterior cerebral circulation infarction,
IschemicStroke_MGH,230698000,SNOMED,IschemicStroke,
IschemicStroke_MGH,230699008,SNOMED,IschemicStroke,
IschemicStroke_MGH,230700009,SNOMED,IschemicStroke,
IschemicStroke_MGH,230701008,SNOMED,IschemicStroke,
IschemicStroke_MGH,230703006,SNOMED,IschemicStroke,
IschemicStroke_MGH,230706003,SNOMED,IschemicStroke,
IschemicStroke_MGH,230708002,SNOMED,IschemicStroke,
IschemicStroke_MGH,230713003,SNOMED,Stroke of uncertain pathology,
IschemicStroke_MGH,275434003,SNOMED,Stroke in the puerperium,
IschemicStroke_MGH,276219001,SNOMED,IschemicStroke,
IschemicStroke_MGH,276221006,SNOMED,IschemicStroke,
IschemicStroke_MGH,276222004,SNOMED,IschemicStroke,
IschemicStroke_MGH,281240008,SNOMED,Extension of cerebrovascular accident,
IschemicStroke_MGH,302904002,SNOMED,Infarction of visual cortex,
IschemicStroke_MGH,307766002,SNOMED,Left sided cerebral infarction,
IschemicStroke_MGH,307766002,SNOMED,IschemicStroke,
IschemicStroke_MGH,307767006,SNOMED,Right sided cerebral infarction,
IschemicStroke_MGH,307767006,SNOMED,IschemicStroke,
IschemicStroke_MGH,371040005,SNOMED,Thrombotic stroke,
IschemicStroke_MGH,373606000,SNOMED,Occlusive stroke,
IschemicStroke_MGH,413102000,SNOMED,Infarction of basal ganglia,
IschemicStroke_MGH,413102000,SNOMED,IschemicStroke,
IschemicStroke_MGH,422504002,SNOMED,IschemicStroke,
IschemicStroke_MGH,422504002,SNOMED,Ischemic stroke,
IschemicStroke_MGH,426107000,SNOMED,IschemicStroke,
IschemicStroke_MGH,426983002,SNOMED,IschemicStroke,
IschemicStroke_MGH,432504007,SNOMED,Cerebral infarction,
IschemicStroke_MGH,432504007,SNOMED,Cerebral infarction NOS,
IschemicStroke_MGH,432504007,SNOMED,Infarction - cerebral,
IschemicStroke_MGH,432504007,SNOMED,IschemicStroke,
IschemicStroke_MGH,432504007,SNOMED,Cerebral infarction,
IschemicStroke_MGH,716051003,SNOMED,CVA (cerebrovascular accident) during surgery,
IschemicStroke_MGH,723082006,SNOMED,Silent cerebral infarct,
IschemicStroke_MGH,724429004,SNOMED,Stroke co-occurrent with migraine,
IschemicStroke_MGH,724787004,SNOMED,Epilepsy due to cerebrovascular accident,
IschemicStroke_MGH,725132001,SNOMED,Ischemic stroke without residual deficits,
IschemicStroke_MGH,5.571E+12,SNOMED,Cerebrovascular accident with intracranial hemorrhage,
IschemicStroke_MGH,9.901E+12,SNOMED,IschemicStroke,
IschemicStroke_MGH,1.40911E+14,SNOMED,IschemicStroke,
IschemicStroke_MGH,1.40921E+14,SNOMED,IschemicStroke,
IschemicStroke_MGH,1.40921E+14,SNOMED,Ischemic stroke without coma,
IschemicStroke_MGH,4.33891E+14,SNOMED,Cerebral infarction due to cerebral artery occlusion,"code is correct, 433891000124100"
IschemicStroke_MGH,4.57551E+14,SNOMED,Acute stroke,
IschemicStroke_MGH,1.63718E+16,SNOMED,Cerebellar stroke,"code is correct, 16371781000119100"
IschemicStroke_MGH,1.68911E+16,SNOMED,Cryptogenic stroke,"code was mangled, now corrected"
IschemicStroke_MGH,5.959E+17,SNOMED,Cerebrovascular accident of basal ganglia,"code was mangled, now corrected"
IschemicStroke_MGH,6.52287E+17,SNOMED,Cerebrovascular accident of brainstem,"code was mangled, now corrected"
IschemicStroke_MGH,8.81695E+17,SNOMED,Cerebrovascular accident of medulla oblongata,"code was mangled, now corrected"
PAD_MGH,E105,ICD10,Type 1 diabetes mellitus with peripheral circulatory complications,
PAD_MGH,E115,ICD10,Type 2 diabetes mellitus with peripheral circulatory complications,
PAD_MGH,E145,ICD10,Unspecified diabetes mellitus with peripheral circulatory complications,
PAD_MGH,I700,ICD10,Atherosclerosis of aorta,
PAD_MGH,I700,ICD10,Atherosclerosis of aorta,
PAD_MGH,I7000,ICD10,Atherosclerosis of aorta (without gangrene),
PAD_MGH,I7001,ICD10,Atherosclerosis of aorta (with gangrene),
PAD_MGH,I702,ICD10,Atherosclerosis of arteries of the extremities,
PAD_MGH,I702,ICD10,Atherosclerosis of arteries of extremities,
PAD_MGH,I7020,ICD10,Atherosclerosis of arteries of extremities (without gangrene),
PAD_MGH,I7021,ICD10,Atherosclerosis of arteries of extremities (with gangrene),
PAD_MGH,I708,ICD10,Atherosclerosis of other arteries,
PAD_MGH,I7080,ICD10,Atherosclerosis of other arteries (without gangrene),
PAD_MGH,I709,ICD10,Generalised and unspecified atherosclerosis,
PAD_MGH,I7090,ICD10,Generalized and unspecified atherosclerosis (without gangrene),
PAD_MGH,I73,ICD10,Other peripheral vascular diseases,
PAD_MGH,I738,ICD10,Other specified peripheral vascular diseases,
PAD_MGH,I738,ICD10,Other specified peripheral vascular diseases,
PAD_MGH,I739,ICD10,"Peripheral vascular disease, unspecified",
PAD_MGH,I739,ICD10,"Peripheral vascular disease, unspecified",
PAD_MGH,I739,ICD10,Peripheral vascular disease,
PAD_MGH,I73X,ICD10,Other peripheral vascular diseases,
PAD_MGH,I743,ICD10,Embolism and thrombosis of arteries of lower extremities,
PAD_MGH,I744,ICD10,"Embolism and thrombosis of arteries of extremities, unspecified",
PAD_MGH,I744,ICD10,Embolism and thrombosis of arteries of extremities,
PAD_MGH,I745,ICD10,Embolism and thrombosis of iliac artery,
PAD_MGH,R02,ICD10,"Gangrene, not elsewhere classified",
PAD_MGH,R02X,ICD10,"Gangrene, not elsewhere classified",
PAD_MGH,L162,OPCS4,Bypass of aorta by anastomosis of axillary artery to femoral artery NEC,
PAD_MGH,L163,OPCS4,Bypass of aorta by anastomosis of axillary artery to bilateral femoral arteries,
PAD_MGH,L21,OPCS4,Other bypass of segment of aorta,
PAD_MGH,L216,OPCS4,Bypass of bifurcation of aorta by anastomosis of aorta to iliac artery NEC,
PAD_MGH,L218,OPCS4,Other specified other bypass of segment of aorta,
PAD_MGH,L219,OPCS4,Unspecified other bypass of segment of aorta,
PAD_MGH,L253,OPCS4,Open embolectomy of bifurcation of aorta,
PAD_MGH,L50,OPCS4,Other emergency bypass of iliac artery,
PAD_MGH,L501,OPCS4,Emergency bypass of common iliac artery by anastomosis of aorta to common iliac artery NEC,
PAD_MGH,L502,OPCS4,Emergency bypass of iliac artery by anastomosis of aorta to external iliac artery NEC,
PAD_MGH,L503,OPCS4,Emergency bypass of artery of leg by anastomosis of aorta to common femoral artery NEC,
PAD_MGH,L504,OPCS4,Emergency bypass of artery of leg by anastomosis of aorta to deep femoral artery NEC,
PAD_MGH,L505,OPCS4,Emergency bypass of iliac artery by anastomosis of iliac artery to iliac artery NEC,
PAD_MGH,L506,OPCS4,Emergency bypass of artery of leg by anastomosis of iliac artery to femoral artery NEC,
PAD_MGH,L508,OPCS4,Other specified other emergency bypass of iliac artery,
PAD_MGH,L509,OPCS4,Unspecified other emergency bypass of iliac artery,
PAD_MGH,L51,OPCS4,Other bypass of iliac artery,
PAD_MGH,L511,OPCS4,Bypass of common iliac artery by anastomosis of aorta to common iliac artery NEC,
PAD_MGH,L512,OPCS4,Bypass of iliac artery by anastomosis of aorta to external iliac artery NEC,
PAD_MGH,L513,OPCS4,Bypass of artery of leg by anastomosis of aorta to common femoral artery NEC,
PAD_MGH,L514,OPCS4,Bypass of artery of leg by anastomosis of aorta to deep femoral artery NEC,
PAD_MGH,L515,OPCS4,Bypass of iliac artery by anastomosis of iliac artery to iliac artery NEC,
PAD_MGH,L516,OPCS4,Bypass of artery of leg by anastomosis of iliac artery to femoral artery NEC,
PAD_MGH,L518,OPCS4,Other specified other bypass of iliac artery,
PAD_MGH,L519,OPCS4,Unspecified other bypass of iliac artery,
PAD_MGH,L52,OPCS4,Reconstruction of iliac artery,
PAD_MGH,L521,OPCS4,Endarterectomy of iliac artery and patch repair of iliac artery,
PAD_MGH,L522,OPCS4,Endarterectomy of iliac artery NEC,
PAD_MGH,L528,OPCS4,Other specified reconstruction of iliac artery,
PAD_MGH,L529,OPCS4,Unspecified reconstruction of iliac artery,
PAD_MGH,L53,OPCS4,Other open operations on iliac artery,
PAD_MGH,L531,OPCS4,Repair of iliac artery NEC,
PAD_MGH,L532,OPCS4,Open embolectomy of iliac artery,
PAD_MGH,L541,OPCS4,Percutaneous transluminal angioplasty of iliac artery,
PAD_MGH,L542,OPCS4,Percutaneous transluminal embolectomy of iliac artery,
PAD_MGH,L544,OPCS4,Percutaneous transluminal insertion of stent into iliac artery,
PAD_MGH,L548,OPCS4,Other specified transluminal operations on iliac artery,
PAD_MGH,L549,OPCS4,Unspecified transluminal operations on iliac artery,
PAD_MGH,L58,OPCS4,Other emergency bypass of femoral artery,
PAD_MGH,L581,OPCS4,Emergency bypass of femoral artery by anastomosis of femoral artery to femoral artery NEC,
PAD_MGH,L582,OPCS4,Emergency bypass of femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis NEC,
PAD_MGH,L583,OPCS4,Emergency bypass of femoral artery by anastomosis of femoral artery to popliteal artery using vein graft NEC,
PAD_MGH,L584,OPCS4,Emergency bypass of femoral artery by anastomosis of femoral artery to tibial artery using prosthesis NEC,
PAD_MGH,L585,OPCS4,Emergency bypass of femoral artery by anastomosis of femoral artery to tibial artery using vein graft NEC,
PAD_MGH,L586,OPCS4,Emergency bypass of femoral artery by anastomosis of femoral artery to peroneal artery using prosthesis NEC,
PAD_MGH,L587,OPCS4,Emergency bypass of femoral artery by anastomosis of femoral artery to peroneal artery using vein graft NEC,
PAD_MGH,L588,OPCS4,Other specified other emergency bypass of femoral artery,
PAD_MGH,L589,OPCS4,Unspecified other emergency bypass of femoral artery,
PAD_MGH,L59,OPCS4,Other bypass of femoral artery,
PAD_MGH,L591,OPCS4,Bypass of femoral artery by anastomosis of femoral artery to femoral artery NEC,
PAD_MGH,L592,OPCS4,Bypass of femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis NEC,
PAD_MGH,L593,OPCS4,Bypass of femoral artery by anastomosis of femoral artery to popliteal artery using vein graft NEC,
PAD_MGH,L594,OPCS4,Bypass of femoral artery by anastomosis of femoral artery to tibial artery using prosthesis NEC,
PAD_MGH,L595,OPCS4,Bypass of femoral artery by anastomosis of femoral artery to tibial artery using vein graft NEC,
PAD_MGH,L596,OPCS4,Bypass of femoral artery by anastomosis of femoral artery to peroneal artery using prosthesis NEC,
PAD_MGH,L597,OPCS4,Bypass of femoral artery by anastomosis of femoral artery to peroneal artery using vein graft NEC,
PAD_MGH,L598,OPCS4,Other specified other bypass of femoral artery,
PAD_MGH,L599,OPCS4,Unspecified other bypass of femoral artery,
PAD_MGH,L60,OPCS4,Reconstruction of femoral artery,
PAD_MGH,L601,OPCS4,Endarterectomy of femoral artery and patch repair of femoral artery,
PAD_MGH,L602,OPCS4,Endarterectomy of femoral artery NEC,
PAD_MGH,L603,OPCS4,Profundoplasty of femoral artery and patch repair of deep femoral artery,
PAD_MGH,L604,OPCS4,Profundoplasty of femoral artery NEC,
PAD_MGH,L608,OPCS4,Other specified reconstruction of femoral artery,
PAD_MGH,L609,OPCS4,Unspecified reconstruction of femoral artery,
PAD_MGH,L62,OPCS4,Other open operations on femoral artery,
PAD_MGH,L621,OPCS4,Repair of femoral artery NEC,
PAD_MGH,L622,OPCS4,Open embolectomy of femoral artery,
PAD_MGH,L628,OPCS4,Other specified other open operations on femoral artery,
PAD_MGH,L629,OPCS4,Unspecified other open operations on femoral artery,
PAD_MGH,L631,OPCS4,Percutaneous transluminal angioplasty of femoral artery,
PAD_MGH,L632,OPCS4,Percutaneous transluminal embolectomy of femoral artery,
PAD_MGH,L633,OPCS4,Percutaneous transluminal embolisation of femoral artery,
PAD_MGH,L635,OPCS4,Percutaneous transluminal insertion of stent into femoral artery,
PAD_MGH,L639,OPCS4,Unspecified transluminal operations on femoral artery,
PAD_MGH,L65,OPCS4,Revision of reconstruction of artery,
PAD_MGH,L651,OPCS4,Revision of reconstruction involving aorta,
PAD_MGH,L652,OPCS4,Revision of reconstruction involving iliac artery,
PAD_MGH,L653,OPCS4,Revision of reconstruction involving femoral artery,
PAD_MGH,L658,OPCS4,Other specified revision of reconstruction of artery,
PAD_MGH,L667,OPCS4,Percutaneous transluminal placement of peripheral stent in artery,
PAD_MGH,X093,OPCS4,Amputation of leg above knee,
PAD_MGH,X094,OPCS4,Amputation of leg through knee,
PAD_MGH,X095,OPCS4,Amputation of leg below knee,
PAD_MGH,4249000,SNOMED,Poor peripheral circulation,
PAD_MGH,10596002,SNOMED,Peripheral vascular complication,
PAD_MGH,11263005,SNOMED,Vascular disease of the skin,
PAD_MGH,11975007,SNOMED,Paroxysmal vascular dilatation,
PAD_MGH,16589005,SNOMED,Femoral endarterectomy,
PAD_MGH,16934004,SNOMED,Renal vascular disorder,
PAD_MGH,25003006,SNOMED,"Peripheral vascular disease, unspecified",
PAD_MGH,33005006,SNOMED,"Peripheral vascular disease, unspecified",
PAD_MGH,33591000,SNOMED,Thrombosis of arteries of the extremities,
PAD_MGH,44662004,SNOMED,Femoral-femoral artery vascular bypass,
PAD_MGH,49176002,SNOMED,Atherosclerosis of arteries of the extremities,
PAD_MGH,50807007,SNOMED,Bypass of femoral artery by anastomosis of femoral artery to popliteal artery using vein graft,
PAD_MGH,50808002,SNOMED,Atheroma of artery,
PAD_MGH,51018000,SNOMED,Emerg bypass iliac art by iliac/femoral art anastomosis NEC,
PAD_MGH,51018000,SNOMED,Bypass of iliac artery by anastomosis of iliac artery to femoral artery,
PAD_MGH,52156004,SNOMED,Femoral artery thrombosis,
PAD_MGH,54538006,SNOMED,"Peripheral vascular disease, unspecified",
PAD_MGH,57105000,SNOMED,"Peripheral vascular disease, unspecified",
PAD_MGH,63491006,SNOMED,Atherosclerosis of arteries of the extremities,
PAD_MGH,72092001,SNOMED,Arteriosclerotic vascular disease,
PAD_MGH,74725000,SNOMED,"Peripheral vascular disease, unspecified",
PAD_MGH,77788005,SNOMED,"Peripheral vascular disease, unspecified",
PAD_MGH,79256006,SNOMED,"Peripheral vascular disease, unspecified",
PAD_MGH,80383008,SNOMED,Embolism of iliac artery,
PAD_MGH,80466000,SNOMED,Gas gangrene,
PAD_MGH,81817003,SNOMED,Atherosclerosis of aorta,
PAD_MGH,82453008,SNOMED,Thrombosis of iliac artery,
PAD_MGH,87239004,SNOMED,Popliteal artery thrombosis,
PAD_MGH,90958004,SNOMED,Thrombosis of arteries of lower extremity,
PAD_MGH,112828007,SNOMED,Emerg bypass femoral art by fem/pop art anast c prosth NEC,
PAD_MGH,112828007,SNOMED,Emerg bypass femoral art by fem/pop a anast c vein graft NEC,
PAD_MGH,112828007,SNOMED,Bypass popliteal artery by pop/fem artery anastomosis NEC,
PAD_MGH,116360008,SNOMED,Emerg bypass comm iliac art by aorta/com iliac art anast NEC,
PAD_MGH,116360008,SNOMED,Emerg bypass leg artery by aorta/com fem art anastomosis NEC,
PAD_MGH,116360008,SNOMED,Bypass common iliac artery by aorta/com iliac art anast NEC,
PAD_MGH,116360008,SNOMED,Bypass leg artery by aorta/com femoral art anastomosis NEC,
PAD_MGH,116360008,SNOMED,Other specified other bypass of iliac artery,
PAD_MGH,116360008,SNOMED,Other bypass of iliac artery NOS,
PAD_MGH,116360008,SNOMED,Other emerg bypass femoral or popliteal art by anastomosis,
PAD_MGH,116360008,SNOMED,Other emergency bypass of deep femoral artery,
PAD_MGH,116360008,SNOMED,Other emergency bypass of popliteal artery,
PAD_MGH,116360008,SNOMED,Other emergency bypass of superficial femoral artery,
PAD_MGH,116360008,SNOMED,Emerg bypass femoral artery by fem/fem art anastomosis NEC,
PAD_MGH,116360008,SNOMED,Emerg bypass popliteal artery by pop/fem art anastomosis NEC,
PAD_MGH,116360008,SNOMED,Other emergency bypass of femoral or popliteal artery NOS,
PAD_MGH,118805000,SNOMED,Other open operations on femoral artery or popliteal artery,
PAD_MGH,118805000,SNOMED,Other open operations on common femoral artery,
PAD_MGH,118805000,SNOMED,Other open operations on popliteal artery,
PAD_MGH,118805000,SNOMED,Other open operations on superficial femoral artery,
PAD_MGH,118805000,SNOMED,Other open operation on femoral or popliteal artery OS,
PAD_MGH,127014009,SNOMED,Diabetic peripheral angiopathy,
PAD_MGH,127014009,SNOMED,Other specified peripheral vascular disease,
PAD_MGH,128072003,SNOMED,"Peripheral vascular disease, unspecified",
PAD_MGH,129573006,SNOMED,Atherosclerotic occlusive disease,
PAD_MGH,175276005,SNOMED,Emergency bypass of aorta by anastomosis of axillary artery to femoral artery,
PAD_MGH,175279003,SNOMED,Axillo-unifemoral PTFE bypass graft,
PAD_MGH,175290008,SNOMED,Emergency bypass of bifurcation of aorta by anastomosis of aorta to femoral artery,
PAD_MGH,175348000,SNOMED,Open embolectomy of bifurcation of aorta,
PAD_MGH,175594003,SNOMED,Ilio-femoral prosthetic cross over graft,
PAD_MGH,175612005,SNOMED,Percutaneous transluminal angioplasty of iliac artery,
PAD_MGH,175613000,SNOMED,Percutaneous transluminal embolectomy of iliac artery,
PAD_MGH,175615007,SNOMED,Insertion of iliac artery stent,
PAD_MGH,175685004,SNOMED,Femoro-femoral prosthetic cross over graft,
PAD_MGH,175685004,SNOMED,Femorofemoral prosthetic crossover graft,
PAD_MGH,175689005,SNOMED,Endarterectomy of femoral artery and patch repair of femoral artery,
PAD_MGH,175690001,SNOMED,Endarterectomy of popliteal artery and patch repair of popliteal artery,
PAD_MGH,175693004,SNOMED,Profundoplasty of femoral artery and patch repair of deep femoral artery,
PAD_MGH,175694005,SNOMED,Profundoplasty of popliteal artery and patch repair of popliteal artery,
PAD_MGH,175697003,SNOMED,Reconstruction of femoral artery with vein graft,
PAD_MGH,175698008,SNOMED,Reconstruction of popliteal artery with vein graft,
PAD_MGH,175704008,SNOMED,Open embolectomy of femoral artery,
PAD_MGH,175704008,SNOMED,Open thrombectomy of femoral artery,
PAD_MGH,175704008,SNOMED,Open femoral embolectomy,
PAD_MGH,175705009,SNOMED,Open embolectomy popliteal artery,
PAD_MGH,175705009,SNOMED,Open thrombectomy of popliteal artery,
PAD_MGH,175710008,SNOMED,Repair of femoral artery with temporary silastic shunt,
PAD_MGH,175711007,SNOMED,Repair of popliteal artery with temporary silastic shunt,
PAD_MGH,175715003,SNOMED,Percutaneous transluminal angioplasty of femoral artery,
PAD_MGH,175716002,SNOMED,Percutaneous angioplasty of popliteal artery,
PAD_MGH,175717006,SNOMED,Percutaneous transluminal embolectomy of femoral artery,
PAD_MGH,175718001,SNOMED,Percutaneous transluminal embolectomy of popliteal artery,
PAD_MGH,175719009,SNOMED,Percutaneous transluminal embolisation of femoral artery,
PAD_MGH,175720003,SNOMED,Percutaneous transluminal embolisation of popliteal artery,
PAD_MGH,175729002,SNOMED,Revision of reconstruction of artery,
PAD_MGH,175730007,SNOMED,Revision of reconstruction involving aorta,
PAD_MGH,175731006,SNOMED,Revision of reconstruction involving iliac artery,
PAD_MGH,175732004,SNOMED,Revision of reconstruction involving femoral artery,
